pl_name,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_eqt,st_teff
Kepler-1529 b,Transit,2016,5.33905686,2.1,5.06,817.0,5048.0
Kepler-153 b,Transit,2014,18.870227,2.92,8.85,621.0,5404.0
Kepler-153 c,Transit,2014,46.90232,2.53,6.94,458.0,5404.0
Kepler-1530 b,Transit,2016,2.5904434,1.64,3.33,1484.0,5477.0
Kepler-1530 c,Transit,2016,5.3227406,1.65,3.36,1167.0,5477.0
Kepler-1530 d,Transit,2021,9.20761013,3.27870115,10.8,972.0,5678.0
Kepler-1531 b,Transit,2016,1.138543376,1.11,1.41,2537.0,6260.0
Kepler-1532 b,Transit,2016,1.093663559,1.35,2.39,1681.0,5559.0
Kepler-1533 b,Transit,2016,308.5471,3.46,11.8,330.0,6431.0
Kepler-1534 b,Transit,2016,5.71668872,1.89,4.23,955.0,5442.0
Kepler-1535 b,Transit,2016,138.9442,2.55,7.04,384.0,6021.0
Kepler-1536 b,Transit,2016,364.758031,3.14,10.0,166.0,4434.0
Kepler-1537 b,Transit,2016,1.444453798,1.18,1.76,1800.0,5079.0
Kepler-1538 b,Transit,2016,175.138819,2.82,8.35,346.0,5837.0
Kepler-1539 b,Transit,2016,133.3036741,2.7,7.75,301.0,5176.0
Kepler-154 b,Transit,2014,33.040532,2.26,5.73,561.0,5690.0
Kepler-154 c,Transit,2014,62.303276,2.95,9.01,454.0,5690.0
Kepler-154 d,Transit,2016,20.54981883,3.84,14.1,657.0,5769.0
Kepler-154 e,Transit,2016,3.93276465,1.5,2.86,1140.0,5769.0
Kepler-154 f,Transit,2016,9.91935684,1.5,2.86,838.0,5769.0
Kepler-1540 b,Transit,2016,125.4131177,2.49,6.76,266.0,4540.0
Kepler-1541 b,Transit,2016,8.40691199,1.16,1.65,1048.0,5282.0
Kepler-1542 b,Transit,2016,3.95116882,0.76,0.363,1160.0,5564.0
Kepler-1542 c,Transit,2016,2.89223021,0.65,0.208,1287.0,5564.0
Kepler-1542 d,Transit,2016,5.99273738,0.87,0.59,1010.0,5564.0
Kepler-1542 e,Transit,2016,5.10115756,0.76,0.363,1065.0,5564.0
Kepler-1543 b,Transit,2016,6.96710269,2.71,7.8,1774.0,6561.0
Kepler-1544 b,Transit,2016,168.811174,1.78,3.82,269.0,4886.0
Kepler-1545 b,Transit,2016,163.692349,2.7,7.75,274.0,5201.0
Kepler-1546 b,Transit,2016,19.5974971,3.13,9.96,671.0,5623.0
Kepler-1547 b,Transit,2016,0.692979676,0.9,0.666,3186.0,6078.0
Kepler-1548 b,Transit,2016,124.828679,2.64,7.46,350.0,5706.0
Kepler-1549 b,Transit,2016,214.886545,2.57,7.13,286.0,5324.0
Kepler-155 b,Transit,2014,5.931194,2.09,5.02,614.0,4508.0
Kepler-155 c,Transit,2014,52.661793,2.24,5.65,286.0,4508.0
Kepler-1550 b,Transit,2016,225.582809,3.02,9.38,348.0,5991.0
Kepler-1551 b,Transit,2016,24.4973698,2.66,7.56,722.0,6136.0
Kepler-1552 b,Transit,2016,184.771853,2.47,6.66,268.0,5202.0
Kepler-1553 b,Transit,2016,4.24261881,1.15,1.6,926.0,5288.0
Kepler-1554 b,Transit,2016,198.088774,2.9,8.75,288.0,5297.0
Kepler-1555 b,Transit,2016,8.10501635,1.61,3.22,959.0,5866.0
Kepler-1556 b,Transit,2016,8.82713457,1.96,4.5,797.0,5608.0
Kepler-1557 b,Transit,2016,3.74032496,1.53,2.96,1287.0,6099.0
Kepler-1558 b,Transit,2016,3.50470358,0.68,0.244,1019.0,5101.0
Kepler-1559 b,Transit,2016,0.971915428,0.72,0.299,1609.0,5316.0
Kepler-156 b,Transit,2014,4.973456,2.3,5.9,867.0,5094.0
Kepler-156 c,Transit,2014,15.906801,2.55,7.04,588.0,5094.0
Kepler-1560 b,Transit,2016,3.03195744,0.89,0.64,1269.0,5815.0
Kepler-1561 b,Transit,2016,1.005207007,1.09,1.32,1682.0,5957.0
Kepler-1562 b,Transit,2016,64.2737752,3.55,12.3,554.0,5760.0
Kepler-1563 b,Transit,2016,3.43276598,0.75,0.347,1134.0,5765.0
Kepler-1564 b,Transit,2016,18.0540381,1.47,2.76,635.0,5528.0
Kepler-1565 b,Transit,2016,1.538188437,1.19,1.81,1234.0,4940.0
Kepler-1566 b,Transit,2016,0.539915238,0.79,0.418,1871.0,5254.0
Kepler-1567 b,Transit,2016,153.979578,2.73,7.9,330.0,5655.0
Kepler-1568 b,Transit,2016,20.925392,1.3,2.24,729.0,5956.0
Kepler-1569 b,Transit,2016,5.79180156,1.68,3.46,1222.0,6319.0
Kepler-157 b,Transit,2014,1.732342,1.32,2.3,1546.0,5774.0
Kepler-157 c,Transit,2014,13.5405,2.24,5.65,779.0,5774.0
Kepler-157 d,Transit,2016,7.02573474,1.46,2.73,969.0,5866.0
Kepler-1570 b,Transit,2016,26.548955,1.07,1.24,836.0,5550.0
Kepler-1571 b,Transit,2016,3.38555488,1.52,2.92,1476.0,6297.0
Kepler-1572 b,Transit,2016,5.49548621,0.94,0.779,1293.0,5618.0
Kepler-1573 b,Transit,2016,2.6157554,1.2,1.87,1379.0,5808.0
Kepler-1574 b,Transit,2016,6.9424334,1.29,2.21,1003.0,5892.0
Kepler-1575 b,Transit,2016,2.55314213,1.31,2.27,1312.0,5667.0
Kepler-1576 b,Transit,2016,6.98471973,1.04,1.12,1059.0,5876.0
Kepler-1577 b,Transit,2016,6.30560247,1.13,1.51,1125.0,4862.0
Kepler-1578 b,Transit,2016,1.450886907,1.04,1.12,1700.0,5545.0
Kepler-1579 b,Transit,2016,0.849907889,0.84,0.52,1139.0,4584.0
Kepler-158 b,Transit,2014,16.709184,2.12,5.14,500.0,4623.0
Kepler-158 c,Transit,2014,28.551383,1.9,4.27,418.0,4623.0
Kepler-158 d,Transit,2024,0.645088,0.43,0.0472,,4895.97
Kepler-1580 b,Transit,2016,56.6449279,2.11,5.1,733.0,6228.0
Kepler-1581 b,Transit,2016,6.28385491,0.8,0.437,1108.0,6022.0
Kepler-1582 b,Transit,2016,4.83817712,1.49,2.83,354.0,3208.0
Kepler-1583 b,Transit,2016,9.32807355,0.6,0.156,788.0,5645.0
Kepler-1584 b,Transit,2016,13.3997099,1.61,3.22,886.0,6069.0
Kepler-1585 b,Transit,2016,3.5827463,1.79,3.86,1064.0,5538.0
Kepler-1586 b,Transit,2016,15.6049212,1.52,2.92,1013.0,6681.0
Kepler-1587 b,Transit,2016,9.4060467,1.33,2.33,981.0,5933.0
Kepler-1588 b,Transit,2016,7.84931739,0.76,0.363,925.0,5817.0
Kepler-1589 b,Transit,2016,0.991665274,1.09,1.32,2102.0,6166.0
Kepler-159 b,Transit,2014,10.139623,2.38,6.26,447.0,4625.0
Kepler-159 c,Transit,2014,43.595792,3.41,11.5,275.0,4625.0
Kepler-1590 b,Transit,2016,7.61760804,1.14,1.55,1020.0,6053.0
Kepler-1591 b,Transit,2016,8.18504949,1.27,2.15,892.0,6082.0
Kepler-1592 b,Transit,2016,3.05710069,1.54,2.99,1202.0,6213.0
Kepler-1593 b,Transit,2016,174.509835,3.17,10.2,260.0,4995.0
Kepler-1594 b,Transit,2016,2.71603809,1.06,1.2,1360.0,5946.0
Kepler-1595 b,Transit,2016,4.56380468,1.23,2.04,980.0,5203.0
Kepler-1596 b,Transit,2016,66.373379,1.9,4.27,471.0,5706.0
Kepler-1597 b,Transit,2016,2.94654179,1.06,1.2,1497.0,6377.0
Kepler-1598 b,Transit,2016,4.34195123,0.95,0.809,1236.0,5940.0
Kepler-1599 b,Transit,2016,122.363553,1.62,3.26,407.0,5767.0
Kepler-16 b,Transit,2011,228.776,8.4493,105.833,,4450.0
Kepler-160 b,Transit,2014,4.309397,1.715,3.59,1134.0,5471.0
Kepler-160 c,Transit,2014,13.699429,3.76,13.6,771.0,5471.0
Kepler-1600 b,Transit,2016,386.370548,3.13,9.96,209.0,5214.0
Kepler-1600 c,Transit,2021,7.298049927,1.94206512,4.43,786.0,5119.0
Kepler-1601 b,Transit,2016,2.20921951,0.82,0.477,1507.0,5869.0
Kepler-1602 b,Transit,2016,11.17931605,1.34,2.36,1159.0,6296.0
Kepler-1603 b,Transit,2016,2.27163926,1.29,2.21,1522.0,6241.0
Kepler-1604 b,Transit,2016,0.683684256,1.41,2.57,2023.0,4976.0
Kepler-1605 b,Transit,2016,85.7565495,1.08,1.28,528.0,5280.0
Kepler-1606 b,Transit,2016,196.435224,2.07,4.94,324.0,5422.0
Kepler-1607 b,Transit,2016,13.6473676,0.92,0.721,913.0,6116.0
Kepler-1608 b,Transit,2016,16.4735686,1.73,3.64,612.0,4992.0
Kepler-1609 b,Transit,2016,114.34219,2.22,5.56,429.0,6132.0
Kepler-161 b,Transit,2014,4.921355,2.12,2.63,868.0,5078.0
Kepler-161 c,Transit,2014,7.06424,2.05,3.61,769.0,5078.0
Kepler-1610 b,Transit,2016,8.70181574,1.61,3.22,750.0,5383.0
Kepler-1610 c,Transit,2023,44.9851885,2.09,5.02,433.0,5295.0
Kepler-1611 b,Transit,2016,5.1762429,0.81,0.457,1243.0,5605.0
Kepler-1612 b,Transit,2016,3.91795101,1.03,1.08,1030.0,5643.0
Kepler-1613 b,Transit,2016,1.5184299,2.08,4.98,1926.0,6005.0
Kepler-1614 b,Transit,2016,3.9466141,1.49,2.83,981.0,5121.0
Kepler-1615 b,Transit,2016,47.3126192,2.06,4.9,658.0,5865.0
Kepler-1616 b,Transit,2016,6.76284377,1.02,1.04,1337.0,6266.0
Kepler-1617 b,Transit,2016,27.4785572,1.2,1.87,736.0,6167.0
Kepler-1618 b,Transit,2016,6.10826019,1.26,2.13,1267.0,6620.0
Kepler-1619 b,Transit,2016,23.6225913,0.76,0.363,797.0,5852.0
Kepler-162 b,Transit,2014,6.919798,1.26,2.13,961.0,5816.0
Kepler-162 c,Transit,2014,19.446355,3.03,9.43,681.0,5816.0
Kepler-1620 b,Transit,2016,101.951829,1.61,3.22,428.0,6157.0
Kepler-1621 b,Transit,2016,92.263714,2.16,5.31,469.0,6158.0
Kepler-1622 b,Transit,2016,10.8118737,1.47,2.76,922.0,6436.0
Kepler-1623 b,Transit,2016,4.36128348,1.31,2.27,1000.0,5772.0
Kepler-1624 b,Transit,2016,3.290304518,5.7,27.6,540.0,3636.0
Kepler-1625 b,Transit,2016,287.378949,6.06,30.6,350.0,5677.0
Kepler-1626 b,Transit,2016,4.13962966,2.02,4.74,1352.0,6826.0
Kepler-1627 b,Transit,2016,7.20283653,3.69,13.2,794.0,5445.0
Kepler-1628 b,Transit,2016,76.378033,6.43,33.8,240.0,3724.0
Kepler-1629 b,Transit,2016,3.87595807,0.77,0.381,1081.0,5776.0
Kepler-163 b,Transit,2014,7.810937,1.05,1.16,906.0,5776.0
Kepler-163 c,Transit,2014,21.347262,2.26,5.73,648.0,5776.0
Kepler-1630 b,Transit,2016,509.997402,2.19,5.43,182.0,4736.0
Kepler-1631 b,Transit,2016,4.09513932,1.35,2.39,1122.0,5679.0
Kepler-1632 b,Transit,2016,448.303558,2.47,6.66,369.0,6137.0
Kepler-1633 b,Transit,2016,186.404271,1.58,3.12,925.0,6256.0
Kepler-1634 b,Transit,2016,374.876239,3.19,10.3,282.0,5474.0
Kepler-1635 b,Transit,2016,469.63111,3.64,12.9,200.0,5347.0
Kepler-1636 b,Transit,2016,425.47785,3.23,10.5,248.0,5797.0
Kepler-1637 b,Transit,2016,6.10960324,0.89,0.64,1093.0,5789.0
Kepler-1638 b,Transit,2016,259.33683,1.87,4.16,304.0,5710.0
Kepler-1639 b,Transit,2016,9.878482,2.58,7.18,1003.0,6150.0
Kepler-164 b,Transit,2014,5.03503,1.41,2.57,1141.0,5888.0
Kepler-164 c,Transit,2014,10.945723,2.73,7.9,881.0,5888.0
Kepler-164 d,Transit,2014,28.986769,2.45,6.57,637.0,5888.0
Kepler-164 e,Transit,2023,94.886902,4.24,16.7,429.0,5888.0
Kepler-1640 b,Transit,2016,7.5844126,4.82,20.7,1228.0,6324.0
Kepler-1641 b,Transit,2016,19.672266,3.11,9.85,908.0,6152.0
Kepler-1641 c,Transit,2016,32.657212,2.95,9.01,767.0,6152.0
Kepler-1642 b,Transit,2016,12.2057513,3.2,10.3,895.0,5355.0
Kepler-1642 c,Transit,2016,6.6513802,2.66,7.56,1095.0,5355.0
Kepler-1643 b,Transit,2016,5.342657,2.32,5.99,799.0,4916.0
Kepler-1644 b,Transit,2016,21.0907758,1.88,4.19,606.0,5499.0
Kepler-1645 b,Transit,2016,16.1779561,1.78,3.82,754.0,5812.0
Kepler-1646 b,Transit,2016,4.48558383,1.23,2.04,365.0,3299.0
Kepler-1647 b,Transit,2016,1107.5923,11.8739,483.0,,6210.0
Kepler-1649 b,Transit,2017,8.689099,1.017,1.03,307.0,3240.0
Kepler-1649 c,Transit,2020,19.53527,1.06,1.2,234.0,3240.0
Kepler-165 b,Transit,2014,8.180848,2.32,5.99,716.0,5211.0
Kepler-165 c,Transit,2014,15.31299,2.23,5.6,581.0,5211.0
Kepler-1650 b,Transit,2017,1.53818001,0.96,0.84,602.0,3410.0
Kepler-1651 b,Transit,2017,9.87863917,1.84,4.04,393.0,3713.0
Kepler-1652 b,Transit,2017,38.09722,1.6,3.19,268.0,3638.0
Kepler-1653 b,Transit,2017,140.2524,2.17,5.35,284.0,4807.0
Kepler-1654 b,Transit,2018,1047.8356,9.180171,158.915,206.0,5597.0
Kepler-1655 b,Transit,2018,11.8728787,2.213,5.4,938.0,6148.0
Kepler-1656 b,Transit,2018,31.562,4.574,47.8,651.0,5569.0
Kepler-1656 c,Radial Velocity,2022,1919.0,14.0,126.4,,5569.0
Kepler-1658 b,Transit,2019,3.849372784,11.99363,1868.8404,2034.0,6216.0
Kepler-166 b,Transit,2014,7.650254,2.27,5.77,772.0,5413.0
Kepler-166 c,Transit,2014,34.260281,2.38,6.26,468.0,5413.0
Kepler-166 d,Transit,2016,1.554003928,1.73,3.64,1313.0,5350.0
Kepler-1660 AB b,Eclipse Timing Variations,2023,239.5044,12.9,1586.59940774,,6305.24
Kepler-1661 b,Transit,2020,175.06,3.87,17.0,243.0,5100.0
Kepler-1663 b,Transit,2020,17.6046,3.30395896,10.9,362.0,3844.0
Kepler-1664 b,Transit,2020,14.3868,3.03320653,9.45,776.0,5735.81
Kepler-1665 b,Transit,2020,11.9548,2.83910787,8.44,906.0,5049.84
Kepler-1666 b,Transit,2020,25.8476,2.88273782,8.66,672.0,6293.0
Kepler-1666 c,Transit,2020,40.7157,3.23564749,10.5,578.0,6293.0
Kepler-1667 b,Transit,2020,83.5781,2.98385261,9.19,655.0,5941.54
Kepler-1668 b,Transit,2020,15.434,4.34764405,17.4,721.0,5542.0
Kepler-1669 b,Transit,2020,9.51216,2.78043818,8.15,530.0,4303.0
Kepler-1669 c,Transit,2021,1.609320045,1.90120972,4.27,958.0,4224.0
Kepler-1669 d,Transit,2023,4.72941177,1.22,1.98,669.0,4224.0
Kepler-167 b,Transit,2014,4.3931539,1.718,3.6,918.0,4884.0
Kepler-167 c,Transit,2014,7.406106,1.674,3.44,771.0,4884.0
Kepler-167 d,Transit,2016,21.80379,1.238,2.06,538.0,4884.0
Kepler-167 e,Transit,2016,1071.23205,10.16,321.00669107,134.4,4884.0
Kepler-1670 b,Transit,2020,20.4998,3.3564801,11.2,731.0,5838.0
Kepler-1671 b,Transit,2020,4.16787,1.32557381,2.32,962.0,5135.55
Kepler-1672 b,Transit,2020,150.878,2.97022762,9.11,423.0,6131.95
Kepler-1673 b,Transit,2020,33.7888,2.9355194,8.93,611.0,6014.95
Kepler-1674 b,Transit,2020,62.5611,3.2057749,10.4,417.0,5473.91
Kepler-1675 b,Transit,2020,63.0382,3.12483349,9.93,465.0,5853.19
Kepler-1676 b,Transit,2020,29.9221,3.3769596,11.3,782.0,5878.3
Kepler-1677 b,Transit,2020,22.064,2.70216183,7.76,712.0,6013.72
Kepler-1678 b,Transit,2020,147.974,3.30422249,10.9,329.0,5754.0
Kepler-1679 b,Transit,2020,9.75376,2.0692036,4.93,813.0,5501.0
Kepler-168 b,Transit,2014,4.425391,1.46,2.73,1240.0,6282.0
Kepler-168 c,Transit,2014,13.193242,2.69,7.7,862.0,6282.0
Kepler-1680 b,Transit,2020,8.77424,1.35954736,2.42,771.0,5021.0
Kepler-1681 b,Transit,2020,69.8956,2.55321772,7.05,442.0,5756.4
Kepler-1682 b,Transit,2020,14.8334,2.88940836,8.7,694.0,5619.12
Kepler-1683 b,Transit,2020,15.0337,1.87477762,4.17,669.0,5429.0
Kepler-1684 b,Transit,2020,47.7055,2.87084792,8.6,347.0,4706.54
Kepler-1685 b,Transit,2020,20.4905,2.57673985,7.16,625.0,5484.0
Kepler-1686 b,Transit,2020,9.30987,1.42553017,2.62,913.0,5714.96
Kepler-1687 b,Transit,2020,5.77954,1.65623882,3.38,598.0,4132.0
Kepler-1688 b,Transit,2020,5.62012,1.26174569,2.13,772.0,4632.11
Kepler-1689 b,Transit,2020,8.483,0.94678642,0.799,879.0,5731.43
Kepler-169 b,Transit,2014,3.250619,1.13,1.51,962.0,4997.0
Kepler-169 c,Transit,2014,6.195469,1.21,1.92,776.0,4997.0
Kepler-169 d,Transit,2014,8.348125,1.25,2.1,702.0,4997.0
Kepler-169 e,Transit,2014,13.767102,2.2,5.48,595.0,4997.0
Kepler-169 f,Transit,2014,87.090195,2.58,7.18,321.0,4997.0
Kepler-1690 b,Transit,2020,234.636,2.81109223,8.3,267.0,5404.0
Kepler-1691 b,Transit,2020,3.8482,1.83470985,4.02,1283.0,6000.0
Kepler-1692 b,Transit,2020,5.95966,1.11177184,1.42,897.0,5146.0
Kepler-1693 b,Transit,2020,12.0999,1.28938413,2.21,807.0,5432.34
Kepler-1693 c,Transit,2021,5.363709927,0.97698289,0.894,1059.0,5553.0
Kepler-1694 b,Transit,2020,3.89526,1.17986031,1.76,956.0,4954.0
Kepler-1695 b,Transit,2020,4.7329,1.11948901,1.46,957.0,5473.19
Kepler-1696 b,Transit,2020,65.9409,2.80982017,8.29,454.0,5712.0
Kepler-1697 b,Transit,2020,33.4969,1.25954761,2.12,630.0,4681.53
Kepler-1698 b,Transit,2020,1.2107,1.07315686,1.25,1351.0,4975.03
Kepler-1699 b,Transit,2020,3.49082,1.56671124,3.08,1010.0,5575.53
Kepler-17 b,Transit,2011,1.4857108,14.68,778.65,1570.0,5781.0
Kepler-170 b,Transit,2014,7.930592,3.2,82.6,899.0,5679.0
Kepler-170 c,Transit,2014,16.665863,2.86,8.55,702.0,5679.0
Kepler-1700 b,Transit,2020,234.239,2.90129941,8.76,329.0,6031.0
Kepler-1701 b,Transit,2020,169.134,2.22186207,5.57,273.0,5146.0
Kepler-1702 b,Transit,2020,18.5012,1.60190793,3.2,555.0,5093.0
Kepler-1704 b,Transit,2013,988.88112,11.94877343,1322.16617312,253.8,5746.0
Kepler-1705 b,Transit,2021,9.03502,2.03,4.47,789.0,6312.0
Kepler-1705 c,Transit,2021,11.28,2.05,5.42,,6312.0
Kepler-1708 b,Transit,2021,737.1131,9.96,1462.0106722,,6157.0
Kepler-1709 b,Transit,2021,65.70459747,3.12424875,9.93,472.0,5918.0
Kepler-171 b,Transit,2014,4.166972,2.34,6.08,1053.0,5642.0
Kepler-171 c,Transit,2014,11.463462,2.56,7.08,752.0,5642.0
Kepler-171 d,Transit,2014,39.595519,1.89,4.23,497.0,5642.0
Kepler-1710 b,Transit,2021,14.91110039,3.19744103,3.49494179,694.0,5650.0
Kepler-1711 b,Transit,2021,21.06080055,1.923,4.36,669.0,5706.0
Kepler-1712 b,Transit,2021,13.81499958,2.28372556,5.83,391.0,3732.0
Kepler-1713 b,Transit,2021,18.01160049,1.71673535,3.59,900.0,6477.0
Kepler-1714 b,Transit,2021,10.27530003,3.26437302,10.7,1211.0,6150.0
Kepler-1715 b,Transit,2021,35.59730148,4.14042267,16.0,646.0,6212.0
Kepler-1716 b,Transit,2021,35.58100128,2.4247685,6.46,408.0,4894.0
Kepler-1717 b,Transit,2021,30.65279961,2.98929758,9.21,780.0,6200.0
Kepler-1718 b,Transit,2021,135.1880035,2.5685207,7.12,345.0,5731.0
Kepler-1719 b,Transit,2021,6.149559975,3.95000623,14.8,1287.0,5687.0
Kepler-172 b,Transit,2014,2.940309,2.35,6.12,1256.0,5526.0
Kepler-172 c,Transit,2014,6.388996,2.86,8.55,970.0,5526.0
Kepler-172 d,Transit,2014,14.627119,2.25,5.69,736.0,5526.0
Kepler-172 e,Transit,2014,35.118736,2.76,8.05,550.0,5526.0
Kepler-1720 b,Transit,2021,12.70639992,3.21585295,10.4,697.0,5573.0
Kepler-1721 b,Transit,2021,4.592380047,3.11856756,9.9,924.0,5351.0
Kepler-1722 b,Transit,2021,9.178569794,2.86719266,8.58,753.0,5506.0
Kepler-1723 b,Transit,2021,39.75289917,2.88046569,8.65,568.0,6072.0
Kepler-1724 b,Transit,2021,6.45442009,2.83677238,8.43,999.0,6092.0
Kepler-1725 b,Transit,2021,16.71990013,2.8125177,8.31,767.0,6020.0
Kepler-1726 b,Transit,2021,18.39629936,2.50861954,6.84,582.0,5316.0
Kepler-1727 b,Transit,2021,9.029299736,3.17321625,10.2,757.0,5349.0
Kepler-1728 b,Transit,2021,4.782999992,2.95501875,9.04,886.0,5170.0
Kepler-1729 b,Transit,2021,4.220970154,3.89404186,14.4,595.0,3837.0
Kepler-173 b,Transit,2014,4.263742,1.29,2.21,1179.0,6031.0
Kepler-173 c,Transit,2014,8.005777,2.43,6.48,956.0,6031.0
Kepler-1730 b,Transit,2021,13.81019974,4.48524519,18.4,833.0,5942.0
Kepler-1731 b,Transit,2021,21.76129913,2.93295657,8.92,486.0,4859.0
Kepler-1732 b,Transit,2021,32.31240082,4.09903273,15.7,699.0,5821.0
Kepler-1733 b,Transit,2021,9.229579926,3.63582354,12.8,1021.0,6320.0
Kepler-1734 b,Transit,2021,6.796850204,3.08851092,9.74,985.0,6061.0
Kepler-1735 b,Transit,2021,7.71792984,1.19429134,1.84,502.0,3975.0
Kepler-1736 b,Transit,2021,37.81029892,3.8765856,14.3,566.0,6085.0
Kepler-1737 b,Transit,2021,64.61750031,5.395,25.1,383.0,5043.0
Kepler-1738 b,Transit,2021,7.674630165,2.82472883,8.37,957.0,6063.0
Kepler-1739 b,Transit,2021,7.343709946,2.43056832,6.48,839.0,5757.0
Kepler-174 b,Transit,2014,13.98179,1.96,4.5,553.0,4880.0
Kepler-174 c,Transit,2014,44.000529,1.49,2.83,377.0,4880.0
Kepler-174 d,Transit,2014,247.35373,2.19,5.43,212.0,4880.0
Kepler-1740 b,Transit,2021,8.172400475,3.32321414,11.0,858.0,5705.0
Kepler-1741 b,Transit,2021,2.757590055,1.273,2.16,615.0,3683.0
Kepler-1742 b,Transit,2021,49.47819901,2.1782413,5.38,462.0,5776.0
Kepler-1743 b,Transit,2021,7.649710178,1.59887007,3.18,1144.0,5855.0
Kepler-1744 b,Transit,2021,37.10110092,3.76754004,13.6,532.0,5986.0
Kepler-1745 b,Transit,2021,3.016190052,1.92872921,4.38,1449.0,5611.0
Kepler-1746 b,Transit,2021,321.2120056,8.93504475,59.1,310.0,6018.0
Kepler-1747 b,Transit,2021,6.230319977,4.26508,16.8,875.0,5477.0
Kepler-1748 b,Transit,2021,5.823520184,2.71275017,7.81,955.0,5774.0
Kepler-1749 b,Transit,2021,14.53409958,1.61301783,3.23,420.0,3957.0
Kepler-175 b,Transit,2014,11.903515,2.56,7.08,827.0,6064.0
Kepler-175 c,Transit,2014,34.035257,3.1,9.8,583.0,6064.0
Kepler-1750 b,Transit,2021,205.9120026,6.00434637,30.1,298.0,5644.0
Kepler-1751 b,Transit,2021,7.017310143,1.82417378,3.98,984.0,6052.0
Kepler-1752 b,Transit,2021,56.35850143,4.54060463,18.7,419.0,5446.0
Kepler-1753 b,Transit,2021,16.00460052,2.22678077,5.59,583.0,5180.0
Kepler-1754 b,Transit,2021,8.195949554,2.43996509,6.53,672.0,4723.0
Kepler-1755 b,Transit,2021,24.81209946,5.91688317,29.4,631.0,6086.0
Kepler-1756 b,Transit,2021,2.355750084,1.47199944,2.77,1093.0,4915.0
Kepler-1757 b,Transit,2021,19.65640068,2.94660251,8.99,549.0,5288.0
Kepler-1758 b,Transit,2021,9.977210045,2.57059831,7.13,1028.0,5557.0
Kepler-1759 b,Transit,2021,3.720230103,0.9037791,0.676,954.0,5017.0
Kepler-176 b,Transit,2014,5.433074,1.43,290.537,841.0,5232.0
Kepler-176 c,Transit,2014,12.759712,2.6,1.33,633.0,5232.0
Kepler-176 d,Transit,2014,25.751974,2.51,1.72,501.0,5232.0
Kepler-176 e,Transit,2016,51.16579,1.45,0.52075,398.0,5295.0
Kepler-1760 b,Transit,2021,38.3260994,2.28995546,5.86,480.0,5229.0
Kepler-1761 b,Transit,2021,4.043540001,1.39109603,2.51,613.0,3871.0
Kepler-1762 b,Transit,2021,29.53910065,2.76022913,8.05,714.0,6572.0
Kepler-1763 b,Transit,2021,1.480280042,1.14651332,1.59,1822.0,5897.0
Kepler-1764 b,Transit,2021,70.46829987,4.55527871,18.8,511.0,6461.0
Kepler-1765 b,Transit,2021,10.41889954,2.49508857,6.78,855.0,5692.0
Kepler-1766 b,Transit,2021,105.0149994,2.27904508,5.81,406.0,5868.0
Kepler-1767 b,Transit,2021,59.65829849,3.01299077,9.34,393.0,5243.0
Kepler-1768 b,Transit,2021,15.13589954,2.23346338,5.62,933.0,6050.0
Kepler-1769 b,Transit,2021,89.1934967,4.465,18.2,483.0,6071.0
Kepler-177 b,Transit,2013,36.8601,3.5,5.84,549.0,5732.0
Kepler-177 c,Transit,2013,49.40926,8.73,14.7,497.0,5732.0
Kepler-1770 b,Transit,2021,16.84189987,2.84141754,8.45,699.0,5602.0
Kepler-1771 b,Transit,2021,88.64399719,4.05537256,15.5,391.0,5661.0
Kepler-1772 b,Transit,2021,3.215090036,2.68609988,7.68,1155.0,5541.0
Kepler-1773 b,Transit,2021,40.80970001,3.50469499,12.1,623.0,6183.0
Kepler-1774 b,Transit,2021,59.77080154,3.18179549,10.2,522.0,6214.0
Kepler-1775 b,Transit,2021,85.65399933,3.64762153,12.9,522.0,5818.0
Kepler-1776 b,Transit,2021,35.01190186,2.61157023,7.33,603.0,5872.0
Kepler-1777 b,Transit,2021,12.18420029,2.13189678,5.19,819.0,5771.0
Kepler-1778 b,Transit,2021,10.08740044,3.01665969,9.36,942.0,6310.0
Kepler-1779 b,Transit,2021,16.34359932,3.03295685,9.44,730.0,5730.0
Kepler-178 b,Transit,2014,9.576694,2.9,8.75,846.0,5676.0
Kepler-178 c,Transit,2014,20.552802,2.88,8.65,656.0,5676.0
Kepler-178 d,Transit,2014,96.678988,3.95,14.8,392.0,5676.0
Kepler-1780 b,Transit,2021,109.4449997,3.60600667,12.7,340.0,5403.0
Kepler-1781 b,Transit,2021,4.88752985,2.38091029,6.26,1003.0,5568.0
Kepler-1782 b,Transit,2021,5.756229877,2.22927435,5.6,773.0,4931.0
Kepler-1783 b,Transit,2021,8.277440071,1.31946731,2.3,1088.0,5129.0
Kepler-1784 b,Transit,2021,13.59049988,2.79936489,8.24,724.0,5442.0
Kepler-1785 b,Transit,2021,19.58550072,2.70422447,7.77,666.0,5618.0
Kepler-1786 b,Transit,2021,78.5460968,3.16305828,10.1,501.0,5808.0
Kepler-1787 b,Transit,2021,39.31370163,2.31898181,5.99,540.0,6060.0
Kepler-1788 b,Transit,2021,2.800120115,2.37850461,6.25,956.0,4786.0
Kepler-1789 b,Transit,2021,80.23190308,2.83137505,8.4,380.0,5436.0
Kepler-179 b,Transit,2014,2.735926,1.64,3.33,1075.0,5302.0
Kepler-179 c,Transit,2014,6.40013,2.0,4.66,810.0,5302.0
